time,vx, vy, vtheta
1.01,2.02,0,0
1.02,2.04,0,0
1.03,2.06,0,0
1.04,2.08,0,0
1.05,2.1,0,0
1.06,2.12,0,0
1.07,2.14,0,0
1.08,2.16,0,0
1.09,2.18,0,0
1.1,2.2,0,0
1.11,2.22,0,0
1.12,2.24,0,0
1.13,2.26,0,0
1.14,2.28,0,0
1.15,2.3,0,0
1.16,2.32,0,0
1.17,2.34,0,0
1.18,2.36,0,0
1.19,2.38,0,0
1.2,2.4,0,0
1.21,2.42,0,0
1.22,2.44,0,0
1.23,2.46,0,0
1.24,2.48,0,0
1.25,2.5,0,0
1.26,2.52,0,0
1.27,2.54,0,0
1.28,2.56,0,0
1.29,2.58,0,0
1.3,2.6,0,0
1.31,2.62,0,0
1.32,2.64,0,0
1.33,2.66,0,0
1.34,2.68,0,0
1.35,2.7,0,0
1.36,2.72,0,0
1.37,2.74,0,0
1.38,2.76,0,0
1.39,2.78,0,0
1.4,2.8,0,0
1.41,2.82,0,0
1.42,2.84,0,0
1.43,2.86,0,0
1.44,2.88,0,0
1.45,2.9,0,0
1.46,2.92,0,0
1.47,2.94,0,0
1.48,2.96,0,0
1.49,2.98,0,0
1.5,3,0,0
1.51,3.02,0,0
1.52,3.04,0,0
1.53,3.06,0,0
1.54,3.08,0,0
1.55,3.1,0,0
1.56,3.12,0,0
1.57,3.14,0,0
1.58,3.16,0,0
1.59,3.18,0,0
1.6,3.2,0,0
1.61,3.22,0,0
1.62,3.24,0,0
1.63,3.26,0,0
1.64,3.28,0,0
1.65,3.3,0,0
1.66,3.32,0,0
1.67,3.34,0,0
1.68,3.36,0,0
1.69,3.38,0,0
1.7,3.4,0,0
1.71,3.42,0,0
1.72,3.44,0,0
1.73,3.46,0,0
1.74,3.48,0,0
1.75,3.5,0,0
1.76,3.52,0,0
1.77,3.54,0,0
1.78,3.56,0,0
1.79,3.58,0,0
1.8,3.6,0,0
1.81,3.62,0,0
1.82,3.64,0,0
1.83,3.66,0,0
1.84,3.68,0,0
1.85,3.7,0,0
1.86,3.72,0,0
1.87,3.74,0,0
1.88,3.76,0,0
1.89,3.78,0,0
1.9,3.8,0,0
1.91,3.82,0,0
1.92,3.84,0,0
1.93,3.86,0,0
1.94,3.88,0,0
1.95,3.9,0,0
1.96,3.92,0,0
1.97,3.94,0,0
1.98,3.96,0,0
1.99,3.98,0,0
2,4,0,0
2.01,3.98,0,0
2.02,3.96,0,0
2.03,3.94,0,0
2.04,3.92,0,0
2.05,3.9,0,0
2.06,3.88,0,0
2.07,3.86,0,0
2.08,3.84,0,0
2.09,3.82,0,0
2.1,3.8,0,0
2.11,3.78,0,0
2.12,3.76,0,0
2.13,3.74,0,0
2.14,3.72,0,0
2.15,3.7,0,0
2.16,3.68,0,0
2.17,3.66,0,0
2.18,3.64,0,0
2.19,3.62,0,0
2.2,3.6,0,0
2.21,3.58,0,0
2.22,3.56,0,0
2.23,3.54,0,0
2.24,3.52,0,0
2.25,3.5,0,0
2.26,3.48,0,0
2.27,3.46,0,0
2.28,3.44,0,0
2.29,3.42,0,0
2.3,3.4,0,0
2.31,3.38,0,0
2.32,3.36,0,0
2.33,3.34,0,0
2.34,3.32,0,0
2.35,3.3,0,0
2.36,3.28,0,0
2.37,3.26,0,0
2.38,3.24,0,0
2.39,3.22,0,0
2.4,3.2,0,0
2.41,3.18,0,0
2.42,3.16,0,0
2.43,3.14,0,0
2.44,3.12,0,0
2.45,3.1,0,0
2.46,3.08,0,0
2.47,3.06,0,0
2.48,3.04,0,0
2.49,3.02,0,0
2.5,3,0,0
2.51,2.98,0,0
2.52,2.96,0,0
2.53,2.94,0,0
2.54,2.92,0,0
2.55,2.9,0,0
2.56,2.88,0,0
2.57,2.86,0,0
2.58,2.84,0,0
2.59,2.82,0,0
2.6,2.8,0,0
2.61,2.78,0,0
2.62,2.76,0,0
2.63,2.74,0,0
2.64,2.72,0,0
2.65,2.7,0,0
2.66,2.68,0,0
2.67,2.66,0,0
2.68,2.64,0,0
2.69,2.62,0,0
2.7,2.6,0,0
2.71,2.58,0,0
2.72,2.56,0,0
2.73,2.54,0,0
2.74,2.52,0,0
2.75,2.5,0,0
2.76,2.48,0,0
2.77,2.46,0,0
2.78,2.44,0,0
2.79,2.42,0,0
2.8,2.4,0,0
2.81,2.38,0,0
2.82,2.36,0,0
2.83,2.34,0,0
2.84,2.32,0,0
2.85,2.3,0,0
2.86,2.28,0,0
2.87,2.26,0,0
2.88,2.24,0,0
2.89,2.22,0,0
2.9,2.2,0,0
2.91,2.18,0,0
2.92,2.16,0,0
2.93,2.14,0,0
2.94,2.12,0,0
2.95,2.1,0,0
2.96,2.08,0,0
2.97,2.06,0,0
2.98,2.04,0,0
2.99,2.02,0,0
3,2,0,0
3.01,1.98,0,0
3.02,1.96,0,0
3.03,1.94,0,0
3.04,1.92,0,0
3.05,1.9,0,0
3.06,1.88,0,0
3.07,1.86,0,0
3.08,1.84,0,0
3.09,1.82,0,0
3.1,1.8,0,0
3.11,1.78,0,0
3.12,1.76,0,0
3.13,1.74,0,0
3.14,1.72,0,0
3.15,1.7,0,0
3.16,1.68,0,0
3.17,1.66,0,0
3.18,1.64,0,0
3.19,1.62,0,0
3.2,1.6,0,0
3.21,1.58,0,0
3.22,1.56,0,0
3.23,1.54,0,0
3.24,1.52,0,0
3.25,1.5,0,0
3.26,1.48,0,0
3.27,1.46,0,0
3.28,1.44,0,0
3.29,1.42,0,0
3.3,1.4,0,0
3.31,1.38,0,0
3.32,1.36,0,0
3.33,1.34,0,0
3.34,1.32,0,0
3.35,1.3,0,0
3.36,1.28,0,0
3.37,1.26,0,0
3.38,1.24,0,0
3.39,1.22,0,0
3.4,1.2,0,0
3.41,1.18,0,0
3.42,1.16,0,0
3.43,1.14,0,0
3.44,1.12,0,0
3.45,1.1,0,0
3.46,1.08,0,0
3.47,1.06,0,0
3.48,1.04,0,0
3.49,1.02,0,0
3.5,1,0,0
3.51,0.98,0,0
3.52,0.96,0,0
3.53,0.94,0,0
3.54,0.92,0,0
3.55,0.9,0,0
3.56,0.88,0,0
3.57,0.86,0,0
3.58,0.84,0,0
3.59,0.82,0,0
3.6,0.8,0,0
3.61,0.78,0,0
3.62,0.76,0,0
3.63,0.74,0,0
3.64,0.72,0,0
3.65,0.7,0,0
3.66,0.68,0,0
3.67,0.66,0,0
3.68,0.64,0,0
3.69,0.62,0,0
3.7,0.6,0,0
3.71,0.58,0,0
3.72,0.56,0,0
3.73,0.54,0,0
3.74,0.52,0,0
3.75,0.5,0,0
3.76,0.48,0,0
3.77,0.46,0,0
3.78,0.44,0,0
3.79,0.42,0,0
3.8,0.4,0,0
3.81,0.38,0,0
3.82,0.36,0,0
3.83,0.34,0,0
3.84,0.32,0,0
3.85,0.3,0,0
3.86,0.28,0,0
3.87,0.26,0,0
3.88,0.24,0,0
3.89,0.22,0,0
3.9,0.2,0,0
3.91,0.18,0,0
3.92,0.16,0,0
3.93,0.14,0,0
3.94,0.12,0,0
3.95,0.1,0,0
3.96,0.08,0,0
3.97,0.06,0,0
3.98,0.04,0,0
3.99,0.02,0,0
4,0,0,0
4.01,-0.02,0,0
4.02,-0.04,0,0
4.03,-0.06,0,0
4.04,-0.08,0,0
4.05,-0.1,0,0
4.06,-0.12,0,0
4.07,-0.14,0,0
4.08,-0.16,0,0
4.09,-0.18,0,0
4.1,-0.2,0,0
4.11,-0.22,0,0
4.12,-0.24,0,0
4.13,-0.26,0,0
4.14,-0.28,0,0
4.15,-0.3,0,0
4.16,-0.32,0,0
4.17,-0.34,0,0
4.18,-0.36,0,0
4.19,-0.38,0,0
4.2,-0.4,0,0
4.21,-0.42,0,0
4.22,-0.44,0,0
4.23,-0.46,0,0
4.24,-0.48,0,0
4.25,-0.5,0,0
4.26,-0.52,0,0
4.27,-0.54,0,0
4.28,-0.56,0,0
4.29,-0.58,0,0
4.3,-0.6,0,0
4.31,-0.62,0,0
4.32,-0.64,0,0
4.33,-0.66,0,0
4.34,-0.68,0,0
4.35,-0.7,0,0
4.36,-0.72,0,0
4.37,-0.74,0,0
4.38,-0.76,0,0
4.39,-0.78,0,0
4.4,-0.8,0,0
4.41,-0.82,0,0
4.42,-0.84,0,0
4.43,-0.86,0,0
4.44,-0.88,0,0
4.45,-0.9,0,0
4.46,-0.92,0,0
4.47,-0.94,0,0
4.48,-0.96,0,0
4.49,-0.98,0,0
4.5,-1,0,0
4.51,-1.02,0,0
4.52,-1.04,0,0
4.53,-1.06,0,0
4.54,-1.08,0,0
4.55,-1.1,0,0
4.56,-1.12,0,0
4.57,-1.14,0,0
4.58,-1.16,0,0
4.59,-1.18,0,0
4.6,-1.2,0,0
4.61,-1.22,0,0
4.62,-1.24,0,0
4.63,-1.26,0,0
4.64,-1.28,0,0
4.65,-1.3,0,0
4.66,-1.32,0,0
4.67,-1.34,0,0
4.68,-1.36,0,0
4.69,-1.38,0,0
4.7,-1.4,0,0
4.71,-1.42,0,0
4.72,-1.44,0,0
4.73,-1.46,0,0
4.74,-1.48,0,0
4.75,-1.5,0,0
4.76,-1.52,0,0
4.77,-1.54,0,0
4.78,-1.56,0,0
4.79,-1.58,0,0
4.8,-1.6,0,0
4.81,-1.62,0,0
4.82,-1.64,0,0
4.83,-1.66,0,0
4.84,-1.68,0,0
4.85,-1.7,0,0
4.86,-1.72,0,0
4.87,-1.74,0,0
4.88,-1.76,0,0
4.89,-1.78,0,0
4.9,-1.8,0,0
4.91,-1.82,0,0
4.92,-1.84,0,0
4.93,-1.86,0,0
4.94,-1.88,0,0
4.95,-1.9,0,0
4.96,-1.92,0,0
4.97,-1.94,0,0
4.98,-1.96,0,0
4.99,-1.98,0,0
5,-2,0,0
5.01,-2.02,0,0
5.02,-2.04,0,0
5.03,-2.06,0,0
5.04,-2.08,0,0
5.05,-2.1,0,0
5.06,-2.12,0,0
5.07,-2.14,0,0
5.08,-2.16,0,0
5.09,-2.18,0,0
5.1,-2.2,0,0
5.11,-2.22,0,0
5.12,-2.24,0,0
5.13,-2.26,0,0
5.14,-2.28,0,0
5.15,-2.3,0,0
5.16,-2.32,0,0
5.17,-2.34,0,0
5.18,-2.36,0,0
5.19,-2.38,0,0
5.2,-2.4,0,0
5.21,-2.42,0,0
5.22,-2.44,0,0
5.23,-2.46,0,0
5.24,-2.48,0,0
5.25,-2.5,0,0
5.26,-2.52,0,0
5.27,-2.54,0,0
5.28,-2.56,0,0
5.29,-2.58,0,0
5.3,-2.6,0,0
5.31,-2.62,0,0
5.32,-2.64,0,0
5.33,-2.66,0,0
5.34,-2.68,0,0
5.35,-2.7,0,0
5.36,-2.72,0,0
5.37,-2.74,0,0
5.38,-2.76,0,0
5.39,-2.78,0,0
5.4,-2.8,0,0
5.41,-2.82,0,0
5.42,-2.84,0,0
5.43,-2.86,0,0
5.44,-2.88,0,0
5.45,-2.9,0,0
5.46,-2.92,0,0
5.47,-2.94,0,0
5.48,-2.96,0,0
5.49,-2.98,0,0
5.5,-3,0,0
5.51,-3.02,0,0
5.52,-3.04,0,0
5.53,-3.06,0,0
5.54,-3.08,0,0
5.55,-3.1,0,0
5.56,-3.12,0,0
5.57,-3.14,0,0
5.58,-3.16,0,0
5.59,-3.18,0,0
5.6,-3.2,0,0
5.61,-3.22,0,0
5.62,-3.24,0,0
5.63,-3.26,0,0
5.64,-3.28,0,0
5.65,-3.3,0,0
5.66,-3.32,0,0
5.67,-3.34,0,0
5.68,-3.36,0,0
5.69,-3.38,0,0
5.7,-3.4,0,0
5.71,-3.42,0,0
5.72,-3.44,0,0
5.73,-3.46,0,0
5.74,-3.48,0,0
5.75,-3.5,0,0
5.76,-3.52,0,0
5.77,-3.54,0,0
5.78,-3.56,0,0
5.79,-3.58,0,0
5.8,-3.6,0,0
5.81,-3.62,0,0
5.82,-3.64,0,0
5.83,-3.66,0,0
5.84,-3.68,0,0
5.85,-3.7,0,0
5.86,-3.72,0,0
5.87,-3.74,0,0
5.88,-3.76,0,0
5.89,-3.78,0,0
5.9,-3.8,0,0
5.91,-3.82,0,0
5.92,-3.84,0,0
5.93,-3.86,0,0
5.94,-3.88,0,0
5.95,-3.9,0,0
5.96,-3.92,0,0
5.97,-3.94,0,0
5.98,-3.96,0,0
5.99,-3.98,0,0
6,-4,0,0
6.01,-3.98,0,0
6.02,-3.96,0,0
6.03,-3.94,0,0
6.04,-3.92,0,0
6.05,-3.9,0,0
6.06,-3.88,0,0
6.07,-3.86,0,0
6.08,-3.84,0,0
6.09,-3.82,0,0
6.1,-3.8,0,0
6.11,-3.78,0,0
6.12,-3.76,0,0
6.13,-3.74,0,0
6.14,-3.72,0,0
6.15,-3.7,0,0
6.16,-3.68,0,0
6.17,-3.66,0,0
6.18,-3.64,0,0
6.19,-3.62,0,0
6.2,-3.6,0,0
6.21,-3.58,0,0
6.22,-3.56,0,0
6.23,-3.54,0,0
6.24,-3.52,0,0
6.25,-3.5,0,0
6.26,-3.48,0,0
6.27,-3.46,0,0
6.28,-3.44,0,0
6.29,-3.42,0,0
6.3,-3.4,0,0
6.31,-3.38,0,0
6.32,-3.36,0,0
6.33,-3.34,0,0
6.34,-3.32,0,0
6.35,-3.3,0,0
6.36,-3.28,0,0
6.37,-3.26,0,0
6.38,-3.24,0,0
6.39,-3.22,0,0
6.4,-3.2,0,0
6.41,-3.18,0,0
6.42,-3.16,0,0
6.43,-3.14,0,0
6.44,-3.12,0,0
6.45,-3.1,0,0
6.46,-3.08,0,0
6.47,-3.06,0,0
6.48,-3.04,0,0
6.49,-3.02,0,0
6.5,-3,0,0
6.51,-2.98,0,0
6.52,-2.96,0,0
6.53,-2.94,0,0
6.54,-2.92,0,0
6.55,-2.9,0,0
6.56,-2.88,0,0
6.57,-2.86,0,0
6.58,-2.84,0,0
6.59,-2.82,0,0
6.6,-2.8,0,0
6.61,-2.78,0,0
6.62,-2.76,0,0
6.63,-2.74,0,0
6.64,-2.72,0,0
6.65,-2.7,0,0
6.66,-2.68,0,0
6.67,-2.66,0,0
6.68,-2.64,0,0
6.69,-2.62,0,0
6.7,-2.6,0,0
6.71,-2.58,0,0
6.72,-2.56,0,0
6.73,-2.54,0,0
6.74,-2.52,0,0
6.75,-2.5,0,0
6.76,-2.48,0,0
6.77,-2.46,0,0
6.78,-2.44,0,0
6.79,-2.42,0,0
6.8,-2.4,0,0
6.81,-2.38,0,0
6.82,-2.36,0,0
6.83,-2.34,0,0
6.84,-2.32,0,0
6.85,-2.3,0,0
6.86,-2.28,0,0
6.87,-2.26,0,0
6.88,-2.24,0,0
6.89,-2.22,0,0
6.9,-2.2,0,0
6.91,-2.18,0,0
6.92,-2.16,0,0
6.93,-2.14,0,0
6.94,-2.12,0,0
6.95,-2.1,0,0
6.96,-2.08,0,0
6.97,-2.06,0,0
6.98,-2.04,0,0
6.99,-2.02,0,0
7,-2,0,0
7.01,-1.98,0,0
7.02,-1.96,0,0
7.03,-1.94,0,0
7.04,-1.92,0,0
7.05,-1.9,0,0
7.06,-1.88,0,0
7.07,-1.86,0,0
7.08,-1.84,0,0
7.09,-1.82,0,0
7.1,-1.8,0,0
7.11,-1.78,0,0
7.12,-1.76,0,0
7.13,-1.74,0,0
7.14,-1.72,0,0
7.15,-1.7,0,0
7.16,-1.68,0,0
7.17,-1.66,0,0
7.18,-1.64,0,0
7.19,-1.62,0,0
7.2,-1.6,0,0
7.21,-1.58,0,0
7.22,-1.56,0,0
7.23,-1.54,0,0
7.24,-1.52,0,0
7.25,-1.5,0,0
7.26,-1.48,0,0
7.27,-1.46,0,0
7.28,-1.44,0,0
7.29,-1.42,0,0
7.3,-1.4,0,0
7.31,-1.38,0,0
7.32,-1.36,0,0
7.33,-1.34,0,0
7.34,-1.32,0,0
7.35,-1.3,0,0
7.36,-1.28,0,0
7.37,-1.26,0,0
7.38,-1.24,0,0
7.39,-1.22,0,0
7.4,-1.2,0,0
7.41,-1.18,0,0
7.42,-1.16,0,0
7.43,-1.14,0,0
7.44,-1.12,0,0
7.45,-1.1,0,0
7.46,-1.08,0,0
7.47,-1.06,0,0
7.48,-1.04,0,0
7.49,-1.02,0,0
7.5,-1,0,0
7.51,-0.98,0,0
7.52,-0.96,0,0
7.53,-0.94,0,0
7.54,-0.92,0,0
7.55,-0.9,0,0
7.56,-0.88,0,0
7.57,-0.86,0,0
7.58,-0.84,0,0
7.59,-0.82,0,0
7.6,-0.8,0,0
7.61,-0.78,0,0
7.62,-0.76,0,0
7.63,-0.74,0,0
7.64,-0.72,0,0
7.65,-0.7,0,0
7.66,-0.68,0,0
7.67,-0.66,0,0
7.68,-0.64,0,0
7.69,-0.62,0,0
7.7,-0.6,0,0
7.71,-0.58,0,0
7.72,-0.56,0,0
7.73,-0.54,0,0
7.74,-0.52,0,0
7.75,-0.5,0,0
7.76,-0.48,0,0
7.77,-0.46,0,0
7.78,-0.44,0,0
7.79,-0.42,0,0
7.8,-0.4,0,0
7.81,-0.38,0,0
7.82,-0.36,0,0
7.83,-0.34,0,0
7.84,-0.32,0,0
7.85,-0.3,0,0
7.86,-0.28,0,0
7.87,-0.26,0,0
7.88,-0.24,0,0
7.89,-0.22,0,0
7.9,-0.2,0,0
7.91,-0.18,0,0
7.92,-0.16,0,0
7.93,-0.14,0,0
7.94,-0.12,0,0
7.95,-0.1,0,0
7.96,-0.08,0,0
7.97,-0.06,0,0
7.98,-0.04,0,0
7.99,-0.02,0,0
8,0,0,0
